review_month,section,category,subtype,row_type,ytd,same_month_prev_year,prev_month,current_month,yoy_change,yoy_pct,mom_change,mom_pct,spike_score,trend
2025-12,IPC,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Sectarian Issue,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Others,subtype,77,7,4,2,-5,-71.4,-2,-50.0,-1.21,falling
2025-12,IPC,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS)",Conspiracy To Wage War,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS)",Related to Substantive Offence,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS)",Others,subtype,11,0,0,0,0,,0,,0.0,stable
2025-12,IPC,CRIMINAL INTIMIDATION (Sec. 504 to 508 IPC/352 TO 354 BNS),NA,subtype,3299,227,261,301,74,32.6,40,15.3,0.48,rising
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Attempt to Commit,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Bank,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Business Establishment,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Charitable Organisation,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Chitfund Organisation,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Co-operative Organisation,subtype,3,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Commercial Establishment/Shop,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Customs Department,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Excise Department,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Financial Institution,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Income Tax Department,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Other Government Organisation,subtype,1,1,0,0,-1,-100.0,0,,-1.0,falling
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Postal Department,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Public Sector Undertakings,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Railway Department,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Revenue Department,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Sales Tax Department,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Social Organisation (Aided) (N),subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Transport Authority,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Trust - Other than religious,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Trust - Religious,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Others,subtype,13,2,4,1,-1,-50.0,-3,-75.0,-1.25,falling
2025-12,IPC,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Attempt to Commit,subtype,10,0,1,0,0,,-1,-100.0,-1.0,falling
2025-12,IPC,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Club,subtype,4,0,0,0,0,,0,,0.0,stable
2025-12,IPC,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Hostel,subtype,5,1,0,0,-1,-100.0,0,,-1.0,falling
2025-12,IPC,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Hotel,subtype,13,0,2,1,1,,-1,-50.0,-0.5,stable
2025-12,IPC,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),House,subtype,715,55,50,61,6,10.9,11,22.0,0.33,rising
2025-12,IPC,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Land,subtype,1736,127,153,166,39,30.7,13,8.5,0.39,rising
2025-12,IPC,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Office,subtype,61,7,1,8,1,14.3,7,700.0,3.14,rising
2025-12,IPC,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Prohibited Places,subtype,13,2,1,0,-2,-100.0,-1,-100.0,-2.0,falling
2025-12,IPC,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Religious Place,subtype,10,2,0,2,0,0.0,2,,0.0,rising
2025-12,IPC,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Restricted Area,subtype,11,1,1,2,1,100.0,1,100.0,2.0,rising
2025-12,IPC,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Others,subtype,216,18,14,30,12,66.7,16,114.3,1.81,rising
2025-12,IPC,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),Husband,subtype,1059,81,88,88,7,8.6,0,0.0,0.09,rising
2025-12,IPC,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),Husband And Relative(S) in Law,subtype,1328,102,121,112,10,9.8,-9,-7.4,0.02,rising
2025-12,IPC,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),Relative(S) in Law,subtype,36,1,4,2,1,100.0,-2,-50.0,0.5,falling
2025-12,IPC,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),Dowry Harassment,subtype,407,23,37,35,12,52.2,-2,-5.4,0.47,rising
2025-12,IPC,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),By Husband,subtype,2,1,1,0,-1,-100.0,-1,-100.0,-2.0,falling
2025-12,IPC,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),By Husband And Relatives In Law,subtype,40,3,5,2,-1,-33.3,-3,-60.0,-0.93,falling
2025-12,IPC,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),By Relatives in Law,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),By Burning,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),By Hanging,subtype,62,1,4,6,5,500.0,2,50.0,3.5,rising
2025-12,IPC,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),By Other Means,subtype,10,1,1,0,-1,-100.0,-1,-100.0,-2.0,falling
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Electrocution,subtype,26,1,4,3,2,200.0,-1,-25.0,1.75,rising
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Adulterated Food/Drug,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Accident by Air,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Boad Accident,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Bridge/Dam Collapse,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Building Collapse,subtype,5,0,0,1,1,,1,,0.0,rising
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Caused By Animal,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Death Due to Other Cause,subtype,68,8,6,5,-3,-37.5,-1,-16.7,-0.54,falling
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Electrocution Accident,subtype,42,4,5,2,-2,-50.0,-3,-60.0,-1.1,falling
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Explosion Accident,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Fire accident,subtype,2,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Gas Leakage Accident,subtype,4,1,0,0,-1,-100.0,0,,-1.0,falling
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Improper Infrastucture In Construction,subtype,90,14,7,7,-7,-50.0,0,0.0,-0.5,falling
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Improper Medical Treatment,subtype,5,0,0,1,1,,1,,0.0,rising
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),In Custody of Public Servant,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),In Jail/Judicial Custody,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),In Police Custody,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Industrial Accident (Factory),subtype,8,0,1,0,0,,-1,-100.0,-1.0,falling
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Inflammable Substance,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Mine Accident,subtype,2,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Poisonous Substance,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Quarry Accident,subtype,2,0,0,2,2,,2,,0.0,rising
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Spurious Liquor (Hooch) Accident,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Railway Accident,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Others,subtype,72,8,6,7,-1,-12.5,1,16.7,0.04,stable
2025-12,IPC,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS),National Highways,subtype,4015,354,320,318,-36,-10.2,-2,-0.6,-0.11,falling
2025-12,IPC,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS),State Highways,subtype,3135,337,264,301,-36,-10.7,37,14.0,0.03,rising
2025-12,IPC,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS),Other Roads,subtype,4097,385,325,373,-12,-3.1,48,14.8,0.12,rising
2025-12,IPC,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS),Other Places,subtype,161,17,17,12,-5,-29.4,-5,-29.4,-0.59,falling
2025-12,IPC,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC/281,125(a),125(b) BNS)",National Highways,subtype,10233,882,861,942,60,6.8,81,9.4,0.16,rising
2025-12,IPC,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC/281,125(a),125(b) BNS)",State Highways,subtype,7158,632,630,691,59,9.3,61,9.7,0.19,rising
2025-12,IPC,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC/281,125(a),125(b) BNS)",Other Roads,subtype,13939,1211,1208,1350,139,11.5,142,11.8,0.23,rising
2025-12,IPC,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC/281,125(a),125(b) BNS)",Other Places,subtype,421,32,40,39,7,21.9,-1,-2.5,0.19,rising
2025-12,IPC,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS)",Child,subtype,14,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS)",Woman,subtype,1,1,0,0,-1,-100.0,0,,-1.0,falling
2025-12,IPC,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS)",Women and Child,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS)",Air Force,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS)",Army,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS)",Navy,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS)",From Jail Custody,subtype,10,0,0,1,1,,1,,0.0,rising
2025-12,IPC,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS)",From Police Custody,subtype,18,1,3,1,0,0.0,-2,-66.7,-0.67,falling
2025-12,IPC,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS)",Others,subtype,12,0,2,0,0,,-2,-100.0,-1.0,falling
2025-12,IPC,"IMPERSONATION (Sec.170, 171 IPC/204,205 BNS)",Attempt to Commit,subtype,12,0,1,1,1,,0,0.0,0.0,rising
2025-12,IPC,"IMPERSONATION (Sec.170, 171 IPC/204,205 BNS)",Non-Uniformed Authority,subtype,4,0,0,1,1,,1,,0.0,rising
2025-12,IPC,"IMPERSONATION (Sec.170, 171 IPC/204,205 BNS)",Uniformed Authority,subtype,2,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"MISCHIEF (Sec.427 to 440 except 434, 435, 436, 438 IPC/324(4) TO 324(6) BNS)",NA,subtype,454,33,33,38,5,15.2,5,15.2,0.3,rising
2025-12,IPC,MOLESTATION (Sec.354 IPC/74 BNS),Attempt to Commit,subtype,65,9,3,7,-2,-22.2,4,133.3,1.11,rising
2025-12,IPC,MOLESTATION (Sec.354 IPC/74 BNS),Private Place,subtype,972,72,87,91,19,26.4,4,4.6,0.31,rising
2025-12,IPC,MOLESTATION (Sec.354 IPC/74 BNS),Public Conveyance,subtype,12,1,1,0,-1,-100.0,-1,-100.0,-2.0,falling
2025-12,IPC,MOLESTATION (Sec.354 IPC/74 BNS),Public Place,subtype,2189,142,166,205,63,44.4,39,23.5,0.68,rising
2025-12,IPC,MOLESTATION (Sec.354 IPC/74 BNS),Other Places,subtype,2602,201,207,218,17,8.5,11,5.3,0.14,rising
2025-12,IPC,POISONING-PROFESSIONAL (Sec. 328 IPC/123 BNS),Attempt to Commit,subtype,12,1,3,0,-1,-100.0,-3,-100.0,-2.0,falling
2025-12,IPC,POISONING-PROFESSIONAL (Sec. 328 IPC/123 BNS),Fatal,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,POISONING-PROFESSIONAL (Sec. 328 IPC/123 BNS),Non Fatal,subtype,2,1,0,0,-1,-100.0,0,,-1.0,falling
2025-12,IPC,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Advertisement,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Audio Tape,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Book,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Computer Software,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Figures,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Film (Blue),subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Painting,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Pamphlet,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Paper,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Photography,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Poster,subtype,8,0,0,0,0,,0,,0.0,stable
2025-12,IPC,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Video Film(Blue),subtype,2,0,0,1,1,,1,,0.0,rising
2025-12,IPC,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Others,subtype,24,0,1,2,2,,1,100.0,1.0,rising
2025-12,IPC,PUBLIC JUSTICE (Sec.213 to 215 IPC/250 TO 252 BNS),NA,subtype,7,0,0,1,1,,1,,0.0,rising
2025-12,IPC,"PUBLIC NUISANCE (Sec.291 and 510 IPC/293,355 BNS)",NA,subtype,408,12,25,31,19,158.3,6,24.0,1.82,rising
2025-12,IPC,"PUBLIC SAFETY (Sec.269 to 271, 277, 283, 289 IPC/271 to 273, 279,285,291 BNS)",NA,subtype,5240,242,376,307,65,26.9,-69,-18.4,0.08,falling
2025-12,IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Attempt to Commit,subtype,19,0,1,1,1,,0,0.0,0.0,rising
2025-12,IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Defence Personnel,subtype,2,1,0,0,-1,-100.0,0,,-1.0,falling
2025-12,IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Jail Personnel,subtype,14,0,0,4,4,,4,,0.0,rising
2025-12,IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Judicial Official,subtype,22,4,0,2,-2,-50.0,2,,-0.5,stable
2025-12,IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Minister,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",MLA,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",MP,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Nationalised Bank Personnel,subtype,3,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Other Elected Member,subtype,4,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Other Enforcement Official,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Other Govt. Official,subtype,462,38,34,34,-4,-10.5,0,0.0,-0.1,falling
2025-12,IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Para Military Personnel,subtype,2,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Police Personnel,subtype,498,30,40,28,-2,-6.7,-12,-30.0,-0.37,falling
2025-12,IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Public Sector Undertaking Official,subtype,136,16,10,17,1,6.2,7,70.0,0.76,rising
2025-12,IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Defence Personnel,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Jail Personnel,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Judicial Official,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Minister,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",MLA,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",MP,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Nationalised Bank Personnel,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Other Elected Member,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Other Enforcement Official,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Other Govt. Official,subtype,3,0,2,1,1,,-1,-50.0,-0.5,stable
2025-12,IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Para Military Personnel,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Police Personnel,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Public Sector Undertaking Official,subtype,3,0,1,0,0,,-1,-100.0,-1.0,falling
2025-12,IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Others,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Animal -Related,subtype,64,6,7,7,1,16.7,0,0.0,0.17,rising
