Sl.No.,Heads of Crime,Major Heads,Minor Heads,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month,,,,,,
155,A - IPC/BNS Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8),334(2) BNS)",In Other Places,280,55,42,41,,,,,,
156,A - IPC/BNS Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8),334(2) BNS)",Temple Theft,181,45,28,37,,,,,,
157,A - IPC/BNS Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",At Residential Premises,559,74,79,83,,,,,,
158,A - IPC/BNS Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",On Highways,0,0,0,0,,,,,,
159,A - IPC/BNS Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",In Trains,0,0,0,0,,,,,,
160,A - IPC/BNS Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",At Banks,1,0,0,1,,,,,,
161,A - IPC/BNS Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",At Commercial Places / Establishments,20,1,2,5,,,,,,
162,A - IPC/BNS Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",In Other Places,24,2,5,6,,,,,,
163,A - IPC/BNS Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",Temple Theft,6,0,2,1,,,,,,
164,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Attempt to commit,31,4,5,2,,,,,,
165,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Automobiles - Of Tractors,54,4,5,7,,,,,,
166,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),In Running Bus,62,11,4,7,,,,,,
167,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Snatching,334,36,53,36,,,,,,
168,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),At ATM,16,4,0,1,,,,,,
169,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Sand,786,92,83,66,,,,,,
170,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Government Office,19,0,2,5,,,,,,
171,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Mines,42,4,4,2,,,,,,
172,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Communication And Elec. Wire,150,29,19,25,,,,,,
173,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Cattle,308,45,31,54,,,,,,
174,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Cycle,20,4,0,0,,,,,,
175,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Automobiles - Of Lorries/Trucks,76,10,5,17,,,,,,
176,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Automobiles - Of Buses,1,2,0,0,,,,,,
177,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Automobiles - Of Cars / Jeeps,144,23,19,20,,,,,,
178,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Automobiles - Of Two Wheelers ,5303,993,787,756,,,,,,
179,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Automobies - of Three Wheelers,145,36,20,24,,,,,,
180,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Accessories of Motor Vehicle,144,31,21,12,,,,,,
181,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Govt. Vehicle,2,1,0,1,,,,,,
182,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),"Electronic Goods (Radio, TV, VCR, Acs, Office Automation Equipments)",582,122,65,93,,,,,,
183,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Fire Arms,6,0,0,2,,,,,,
184,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Explosives,0,0,0,0,,,,,,
185,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Cultural - Idols,8,0,1,2,,,,,,
186,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Cultural - Painting,0,0,0,0,,,,,,
187,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Cultrual - Others,132,16,17,26,,,,,,
188,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Cash,300,56,39,46,,,,,,
189,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Jewellery,901,98,108,92,,,,,,
190,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Other Items Not Included Above,994,131,119,155,,,,,,
191,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),In Running Train,30,5,1,4,,,,,,
192,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Extortion,161,23,24,25,,,,,,
193,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),House Theft,1084,168,181,157,,,,,,
194,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Servant Theft,286,46,51,42,,,,,,
195,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Land Dispute,630,81,126,90,,,,,,
196,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Employee - Govt.,1,0,0,1,,,,,,
197,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Labour - Private Sector,1,0,0,1,,,,,,
198,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Labour - Public Sector,1,0,1,0,,,,,,
199,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Linguistic,2,0,1,1,,,,,,
200,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Political ,3,0,0,0,,,,,,
201,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Regional,2,0,0,0,,,,,,
202,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Sectarian,0,0,0,0,,,,,,
203,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Students,2,0,0,0,,,,,,
204,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Tribal,0,0,0,0,,,,,,
205,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Due to Village Disputes,9,0,0,0,,,,,,
206,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Communal,4,0,1,1,,,,,,
207,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Industrial,2,0,0,0,,,,,,
208,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Caste,3,0,1,0,,,,,,
209,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Agrarian,0,0,0,0,,,,,,
210,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Others,1389,159,228,169,,,,,,
211,A - IPC/BNS Crime,"OFFENCES AGAINST STATE (Sec. 121 to 130, except 124(A) IPC/147 TO 158 BNS)",NA,0,0,0,0,,,,,,
212,A - IPC/BNS Crime,"OFFENCES PROMOTING ENEMITY (Sec. 153(A), 154(B) & 505 IPC/196, 197 & 353 BNS",NA,114,7,19,12,,,,,,
213,A - IPC/BNS Crime,CRIMINAL BREACH OF TRUST (Sec. 406 to 409 IPC/316(2) to 316(5) BNS),NA,413,51,66,67,,,,,,
214,A - IPC/BNS Crime,"CHEATING (Sec.417 to 420 IPC/318(2)to 318(4), 319(2) BNS)",NA,3350,613,441,502,,,,,,
215,A - IPC/BNS Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)","Stock Share, Debentrue Certificate",0,0,0,0,,,,,,
216,A - IPC/BNS Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)",Usage of Counterfeit Stamp,0,0,0,0,,,,,,
217,A - IPC/BNS Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)",Of Coins (Sec 231 to 254 IPC/ 178 to 181 BNS),0,0,0,0,,,,,,
218,A - IPC/BNS Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)","Of Stamps (Sec 255 To 263(A) IPC/179 to 186
BNS)",0,0,0,0,,,,,,
219,A - IPC/BNS Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)","Of Currency Notes And Bank Notes (Sec 489
(A) To 489 (E) IPC/ 178 to 182 BNS)",23,1,5,4,,,,,,
220,A - IPC/BNS Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)",Of Others,0,0,0,0,,,,,,
221,A - IPC/BNS Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS)",Forgery  ,252,41,36,38,,,,,,
222,A - IPC/BNS Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS)",Organised (Racket),0,0,0,0,,,,,,
223,A - IPC/BNS Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS)",Forgery of Passport,0,0,0,0,,,,,,
224,A - IPC/BNS Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS)",Other Forgery,101,8,11,12,,,,,,
225,A - IPC/BNS Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",Acid Attack (326(a) IPC/124(1) BNS),1,0,1,0,,,,,,
226,A - IPC/BNS Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)","Attempt to Acid Attack  (326(b) IPC/ 124(2)
BNS",7,0,0,2,,,,,,
227,A - IPC/BNS Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",Grievous Hurt,715,105,98,91,,,,,,
228,A - IPC/BNS Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",Simple Hurt,9114,1080,1337,1261,,,,,,
229,A - IPC/BNS Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",Custodial,1,0,0,0,,,,,,
230,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Attempt to Commit,0,0,0,0,,,,,,
231,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Alcoholic Drink (Liquor),4,1,0,0,,,,,,
232,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Cement & Chemical/Fertiliser,0,0,0,0,,,,,,
233,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Cosmetics,0,0,0,0,,,,,,
234,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Diesel,0,0,0,0,,,,,,
235,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Drug/Medicine,3,0,1,0,,,,,,
236,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Edible Oil,0,0,0,0,,,,,,
237,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Food Grain,1,0,0,0,,,,,,
238,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Kerosene,0,0,0,0,,,,,,
239,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Life Saving Drug,0,0,0,0,,,,,,
240,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Mobile Oil,0,0,0,0,,,,,,
241,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Petrol,0,0,0,0,,,,,,
242,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Petroleum Product,0,0,0,0,,,,,,
243,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Soft Drinks,0,0,0,0,,,,,,
244,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Spices,0,0,0,0,,,,,,
245,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Others,7,2,1,2,,,,,,
246,A - IPC/BNS Crime,AFFRAY (Sec. 160 IPC/194(2) BNS),,420,38,50,72,,,,,,
247,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Agricultural Produce,30,1,2,3,,,,,,
248,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Attemp to Commit,0,0,0,0,,,,,,
249,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Boat / Ship,0,0,0,0,,,,,,
250,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Dwelling House,10,3,2,3,,,,,,
251,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Educational Institution,1,0,0,0,,,,,,
252,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Govt. Property,3,1,0,0,,,,,,
253,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Industrial Establishment,0,1,0,0,,,,,,
254,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Place of worship,1,0,0,0,,,,,,
255,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Public Place,7,1,0,1,,,,,,
256,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Railway Property,0,0,0,0,,,,,,
257,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Vital Installation,0,0,0,0,,,,,,
258,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Warehouse (Godown),2,0,0,0,,,,,,
259,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Others,67,4,7,6,,,,,,
260,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",Attempt To Commit,4,0,1,0,,,,,,
261,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Contractor,0,0,0,0,,,,,,
262,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Domestic Servant,0,0,0,0,,,,,,
263,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Labourer,1,0,0,0,,,,,,
264,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Man (General),8,0,1,1,,,,,,
265,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Man (SC),0,0,0,0,,,,,,
266,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Man (ST),0,0,0,0,,,,,,
267,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Manager/Executive (Other Than Public Servant),0,0,0,0,,,,,,
268,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)","On Member of Clergy (Christian, Budhist, Jain, Sikh)",0,0,0,0,,,,,,
269,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",Member of Legislative Assembly / Council (MLA/MLC),0,0,0,0,,,,,,
270,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Member of Parliament (MP),0,0,0,0,,,,,,
271,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On other Dignitaries /Public Figures,1,0,0,1,,,,,,
272,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Press,0,0,0,0,,,,,,
273,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Professional ,0,0,0,0,,,,,,
274,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Public Servant,0,0,0,0,,,,,,
275,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Student,0,0,0,0,,,,,,
276,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Teacher,0,0,0,0,,,,,,
277,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Women (General),0,1,0,0,,,,,,
278,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Woman (SC),0,0,0,0,,,,,,
279,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Woman (ST),0,0,0,0,,,,,,
280,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Attempt to Commit,1,0,0,0,,,,,,
281,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Caste Issue,3,2,1,0,,,,,,
282,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Communal Issue,26,2,4,1,,,,,,
283,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Linguistic Issue,0,0,0,0,,,,,,
284,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Political Issue,1,0,0,1,,,,,,
285,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Racial/Ethnic Issue,0,0,0,0,,,,,,
286,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Regional Issue,9,0,0,0,,,,,,
287,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Religious Issue,58,9,5,6,,,,,,
288,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Sectarian Issue,0,0,0,0,,,,,,
289,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Others,53,2,9,5,,,,,,
290,A - IPC/BNS Crime,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS)",Conspiracy To Wage War,0,0,0,0,,,,,,
291,A - IPC/BNS Crime,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS)",Related to Substantive Offence,0,0,0,0,,,,,,
292,A - IPC/BNS Crime,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS)",Others,9,0,1,0,,,,,,
293,A - IPC/BNS Crime,CRIMINAL INTIMIDATION (Sec. 504 to 508 IPC/352 TO 354 BNS),NA,1893,237,292,263,,,,,,
294,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Attempt to Commit,0,0,0,0,,,,,,
295,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Bank,1,0,0,0,,,,,,
296,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Business Establishment,1,0,0,0,,,,,,
297,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Charitable Organisation,0,0,0,0,,,,,,
298,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Chitfund Organisation,0,0,0,0,,,,,,
299,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Co-operative Organisation,3,0,1,0,,,,,,
300,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Commercial Establishment/Shop,0,0,0,0,,,,,,
301,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Customs Department,0,0,0,0,,,,,,
302,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Excise Department,0,0,0,0,,,,,,
303,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Financial Institution,0,0,0,0,,,,,,
304,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Income Tax Department,0,0,0,0,,,,,,
305,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Other Government Organisation,1,0,0,0,,,,,,
306,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Postal Department,0,0,0,0,,,,,,
307,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Public Sector Undertakings,0,0,0,0,,,,,,
308,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Railway Department,0,0,0,0,,,,,,
309,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Revenue Department,0,0,0,0,,,,,,
310,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Sales Tax Department,0,0,0,0,,,,,,
311,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Social Organisation (Aided) (N),0,0,0,0,,,,,,
312,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Transport Authority,0,0,0,0,,,,,,
313,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Trust - Other than religious,1,0,1,0,,,,,,
314,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Trust - Religious,0,0,0,0,,,,,,
315,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Others,3,1,1,0,,,,,,
316,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Attempt to Commit,8,0,1,3,,,,,,
317,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Club,3,0,0,0,,,,,,
318,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Hostel,2,1,0,1,,,,,,
319,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Hotel,5,1,0,1,,,,,,
320,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),House,435,51,63,60,,,,,,
321,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Land,1016,141,174,195,,,,,,
322,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Office,39,4,6,6,,,,,,
323,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Prohibited Places,8,1,1,0,,,,,,
324,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Religious Place,4,1,0,2,,,,,,
325,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Restricted Area,5,0,0,0,,,,,,
