law_type,category_seq,source_sl,category,row_type,subtype,count,year
SLL,35,35,CYBER CRIME (INFORMATION TECHNOLOGY ACT),subtype,Matrimony Fraud,115,2025
SLL,35,35,CYBER CRIME (INFORMATION TECHNOLOGY ACT),subtype,Sextortion and Revenge Porn,104,2025
SLL,35,35,CYBER CRIME (INFORMATION TECHNOLOGY ACT),subtype,Advertising Frauds,68,2025
SLL,35,35,CYBER CRIME (INFORMATION TECHNOLOGY ACT),subtype,Investment Fraud (Trading & Share Trading),3489,2025
SLL,35,35,CYBER CRIME (INFORMATION TECHNOLOGY ACT),subtype,Fake Customer Care,325,2025
SLL,35,35,CYBER CRIME (INFORMATION TECHNOLOGY ACT),subtype,ATM Fraud,19,2025
SLL,35,35,CYBER CRIME (INFORMATION TECHNOLOGY ACT),subtype,Digital Arrest,346,2025
SLL,35,35,CYBER CRIME (INFORMATION TECHNOLOGY ACT),subtype,AEPS (Aadhaar),3,2025
SLL,35,35,CYBER CRIME (INFORMATION TECHNOLOGY ACT),subtype,Others,1808,2025
SLL,35,35,CYBER CRIME (INFORMATION TECHNOLOGY ACT),subtotal,TOTAL,14885,2025
SLL,36,36,NATIONAL SECURITY ACT,single,,0,2025
SLL,37,37,POCSO,subtype,Gang Rape,16,2025
SLL,37,37,POCSO,subtype,Custodial Rape,1,2025
SLL,37,37,POCSO,subtype,Rape with Murder,2,2025
SLL,37,37,POCSO,subtype,Rape,3288,2025
SLL,37,37,POCSO,subtype,Others,1248,2025
SLL,37,37,POCSO,subtotal,TOTAL,4555,2025
SLL,38,38,Aadhar Act,subtype,Impersonation,0,2025
SLL,38,38,Aadhar Act,subtype,Offence by Individual,1,2025
SLL,38,38,Aadhar Act,subtype,Offence by Company,0,2025
SLL,38,38,Aadhar Act,subtotal,TOTAL,1,2025
SLL,38,38,Aadhar Act,derived_total,Total (Item 1 to 36),64361,2025
