law_type,category_seq,source_sl,category,row_type,subtype,count,year
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,For gain,43,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Over Property Dispute,24,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Due to Personal Vendetta or enemity,34,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Due to Sexual jealousy,23,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,For dowry by burning,1,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,For dowry by other means,7,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Due to Communalism,1,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Due to Casteism,1,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Witch Craft (Sorcery),0,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,For Human Sacrifice,1,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Due to Terrorism/Naxalism / Extremism,0,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,For Political Reasons,0,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Due to Adultery,20,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Civil Disputes,49,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Electoral Gain,0,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Gang Rivalry,3,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Love Intrigue,23,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Professional,0,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Psychopathic/Serial Killer/Lunacy,0,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Rape with Murder,10,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Revenge/Enemity,45,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Sudden Quarrel,96,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Village Dispute,0,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Custodial,0,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtype,Due to Other Causes,829,2025
IPC,1,1,"Murder (Sec.302/303 IPC/103,104 BNS)",subtotal,TOTAL,1210,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,For Gain,19,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Over Property Dispute,80,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Due to Personal Vendetta or enemity,83,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Due to Sexual jealousy,14,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,For Dowry other Means,20,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Dowry By Burning,2,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Due to Communalism,2,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Due to Casteism,1,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Witch Craft (Sorcery),0,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,For Human Sacrifice,0,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Terrorism /Naxalism / Extremism,0,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,For Political Reasons,6,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Adultery,16,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Electoral Gain,0,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Gang Rivalry,3,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Love Intrigue,23,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Professional,8,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Rape,1,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Revenge/Enemity,237,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Sudden Quarrel,308,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Village Dispute,6,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Due to Other Causes,2095,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtype,Civil Disputes,334,2025
IPC,2,2,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),subtotal,TOTAL,3258,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,For Gain,0,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Over Civil Dispute,1,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Due to Personal Vendetta or enemity,0,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Due to Sexual jealousy,0,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,For Dowry,0,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Due to Communalism,0,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Due to Casteism,0,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Witch Craft (Sorcery),0,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,For Human Sacrifice,0,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Terrorism /Naxalism / Extremism,0,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,For Political Reasons,0,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Adultery,0,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Property Disputes,0,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Electoral Gain,4,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Gang Rivalry,0,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Love Intrigue,0,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Professional,1,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Sudden Quarrel,10,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Due to Other Causes,82,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtype,Fatal (Drink & Drive),26,2025
IPC,3,3,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),subtotal,TOTAL,124,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,For Gain,0,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,Over Civil Dispute,2,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,Due to Personal Vendetta or enemity,0,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,Due to Sexual jealousy,0,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,For Dowry,0,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,Due to Communalism,0,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,Due to Casteism,0,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,Witch Craft (Sorcery),0,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,For Human Sacrifice,0,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,Terrorism /Naxalism / Extremism,0,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,For Political Reasons,0,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,Due to Other Causes,50,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,Adultery,1,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,Property Disputes,3,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,Electoral Gain,0,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,Gang Rivalry,0,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,Love Intrigue,2,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,Professional,0,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtype,Sudden Quarrel,10,2025
IPC,4,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),subtotal,TOTAL,68,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtype,Custodial Rape,0,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtype,Attempt to Commit,14,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtype,By a Gang,16,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtype,By Parents,3,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtype,By Hospital Staff,5,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtype,By Husband During Sepearation,6,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtype,By Neighbours,38,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtype,By Relatives,31,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtype,In Jail Custody,0,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtype,In Remand Home,0,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtype,InCest,0,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtype,Known Person,317,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtype,Unknown Person,21,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtype,Due to Other Causes,205,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtype,On Minor,0,2025
IPC,5,5,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",subtotal,TOTAL,656,2025
IPC,6,6,Sexual Intercourse by employing deceitful means (Se 69 BNS),subtype,False promises of marriage,236,2025
IPC,6,6,Sexual Intercourse by employing deceitful means (Se 69 BNS),subtype,Falsely claiming a job promotion or employment,2,2025
IPC,6,6,Sexual Intercourse by employing deceitful means (Se 69 BNS),subtype,Suppressing identity to induce marriage,1,2025
IPC,6,6,Sexual Intercourse by employing deceitful means (Se 69 BNS),subtype,Other,10,2025
IPC,6,6,Sexual Intercourse by employing deceitful means (Se 69 BNS),subtotal,TOTAL,249,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,Missing - Boy,2673,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,Missing - Girl,997,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,For Ransom - of Children,8,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,For Ransom - of Cildren for Begging,0,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,For Ransom - of Women,12,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,For Ransom - of Girls for Immoral Purpose,0,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,For Ransom - of Others,65,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,Procuration of Minor Girls - For Prostitution,1,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,Procuration of Minor Girls - Importring of Girl,0,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,Procuration of Minor Girls - For other Purpose,15,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,Espionage,0,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,Intent to Steal From Child,0,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,Murder (Homicide),0,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,Obtain Signature Forcibly,1,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,Recovering Loan,3,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,Settling any Disputes,9,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,Unnatural Lust / Illicit Intercourse,0,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,Wrongful Confinement,13,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,For Exporting,0,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,From Lawful Guardianship,7,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,For Camel Racing Etc.,0,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,To Compel For Marriage,11,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,For Slavery,1,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,For Stealing From its Person,2,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtype,Others,391,2025
IPC,7,7,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",subtotal,TOTAL,4209,2025
IPC,8,8,"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS)",subtype,At ATM,0,2025
IPC,8,8,"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS)",subtype,At Residential Premises,31,2025
IPC,8,8,"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS)",subtype,On Highways,19,2025
IPC,8,8,"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS)",subtype,In Trains,1,2025
IPC,8,8,"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS)",subtype,At Banks,1,2025
IPC,8,8,"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS)",subtype,At Commercial Places / Establishments,13,2025
IPC,8,8,"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS)",subtype,On Other Roads,45,2025
IPC,8,8,"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS)",subtype,In Other Places,33,2025
IPC,8,8,"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS)",subtype,River & Sea,0,2025
IPC,8,8,"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS)",subtotal,TOTAL,143,2025
IPC,9,8a,Preparation And Assembly for Dacoity,single,,63,2025
IPC,10,9,"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS)",subtype,At ATM,0,2025
IPC,10,9,"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS)",subtype,At Residential Premises,107,2025
IPC,10,9,"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS)",subtype,On Highways,61,2025
IPC,10,9,"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS)",subtype,In Trains,1,2025
IPC,10,9,"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS)",subtype,At Banks,1,2025
IPC,10,9,"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS)",subtype,At Commercial Places / Establishments,43,2025
IPC,10,9,"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS)",subtype,In Other Places,359,2025
IPC,10,9,"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS)",subtype,Chain Snatching,459,2025
IPC,10,9,"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS)",subtype,Attempt to Commit,53,2025
IPC,10,9,"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS)",subtotal,TOTAL,1084,2025
IPC,11,10,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8),334(2) BNS)",subtype,At Residential Premises,2379,2025
IPC,11,10,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8),334(2) BNS)",subtype,On Highways,3,2025
IPC,11,10,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8),334(2) BNS)",subtype,In Trains,0,2025
IPC,11,10,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8),334(2) BNS)",subtype,At Banks,29,2025
IPC,11,10,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8),334(2) BNS)",subtype,At Commercial Places / Establishments,642,2025
IPC,11,10,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8),334(2) BNS)",subtype,In Other Places,461,2025
IPC,11,10,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8),334(2) BNS)",subtype,Temple Theft,391,2025
IPC,11,10,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8),334(2) BNS)",subtotal,TOTAL,3905,2025
IPC,12,11,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",subtype,At Residential Premises,996,2025
IPC,12,11,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",subtype,On Highways,0,2025
IPC,12,11,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",subtype,In Trains,0,2025
IPC,12,11,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",subtype,At Banks,1,2025
IPC,12,11,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",subtype,At Commercial Places / Establishments,37,2025
IPC,12,11,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",subtype,In Other Places,50,2025
IPC,12,11,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",subtype,Temple Theft,17,2025
IPC,12,11,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",subtotal,TOTAL,1101,2025
IPC,12,11,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",derived_total,Total Burglary (Burglary Day + Burglary Night),5006,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Attempt to commit,52,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Automobiles - Of Tractors,84,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,In Running Bus,107,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Snatching,543,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,At ATM,25,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Sand,1293,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Government Office,32,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Mines,101,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Communication And Elec. Wire,295,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Cattle,544,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Cycle,28,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Automobiles - Of Lorries/Trucks,116,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Automobiles - Of Buses,3,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Automobiles - Of Cars / Jeeps,250,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Automobiles - Of Two Wheelers,8860,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Automobies - of Three Wheelers,227,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Accessories of Motor Vehicle,226,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Govt. Vehicle,2,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,"Electronic Goods (Radio, TV, VCR, Acs, Office Automation Equipments)",985,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Fire Arms,9,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Explosives,1,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Cultural - Idols,11,2025
